REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
AHL03003003,"TP_TP_BOM ONLY-NA,TP12_BOM",,,TP30,13852.9,9932.6,0,NO
AKE3FG-0Z00,"TP_TP_BOM ONLY-NA,TP12_BOM",,,TP30,14210.21,9936.86,0,NO
AKE3JZN0N02,"TP_TP_BOM ONLY-NA,TP12_BOM",,,TP30,14779.69,9799.86,0,NO
BT1,CONN3_AAABAT043P03-CONN3_AAA-BA,,,BATTERY_AAA-BAT-043-P03,82.63,8470.46,180,NO
C1L1,"Q_CAP_0402-100PF,50V,5%,EMPTY,B",NA,5%,C0402,8626.3,11681.42,0,NO
C1L2,"Q_CAP_0402-10PF,50V,5%,COG,CH0A",10PF,5%,C0402,8529.4,11608.18,270,NO
C1L3,"Q_CAP_0402-10PF,50V,5%,COG,CH0A",10PF,5%,C0402,8357.3,11694.8,180,NO
C1L4,"Q_CAP_0402-100PF,50V,5%,EMPTY,B",NA,5%,C0402,8631.3,11721.42,0,NO
C9A1,"Q_CAP_0603-0.1UF,25V,10%,EMPTYA",NA,10%,C0603,9350,11920,180,NO
C9A2,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,8115.6,11593.8,180,NO
C9A3,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,8190.6,11593.8,0,NO
C9A4,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,8260.8,11554.2,0,NO
C9A5,"Q_CAP_0603-1UF,16V,10%,EMPTY,TA",NA,10%,C0603,9155,11770,180,NO
C9A7,"Q_CAP_0402-10PF,50V,1%,NPO,TMPA",10PF,1%,C0402,8105.6,11387.9,270,NO
C9A8,"Q_CAP_0402-10PF,50V,1%,NPO,TMPA",10PF,1%,C0402,8165.6,11387.9,270,NO
C9A9,"Q_CAP_0402-10PF,50V,1%,NPO,TMPA",10PF,1%,C0402,8225.6,11387.9,270,NO
C2,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6186.27,9547.35,90,YES
C3,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6198,9705,270,YES
C4,"Q_CAPP_RDLF-560UF,6.3V,20%,ALUA",560UF,20%,EC98_248_354XA,4421.5,11237.3,0,NO
C5,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8326.1,11379.3,270,NO
C6,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8366.1,11379.3,270,NO
C8,"Q_CAP_0402-100PF,50V,5%,EMPTY,A",NA,5%,C0402,5778.75,9449.13,0,YES
C9,"Q_CAP_0603-4.7UF,6.3V,10%,X6S,A",4.7UF,10%,C0603,4650.33,10697.54,0,YES
C10,"Q_CAP_0402-100PF,50V,5%,EMPTY,A",NA,5%,C0402,4637.35,174.69,180,NO
C11,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8207.25,1677.81,180,YES
C12,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5496.36,10811.47,180,NO
C13,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8207.25,1642.81,180,YES
C14,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,8641.06,810.83,0,NO
C15,"Q_CAP_0402-100PF,50V,5%,EMPTY,A",NA,5%,C0402,5813.22,9529.47,180,NO
C16,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8390.14,1726.05,270,YES
C17,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8355.14,1726.05,270,YES
C18,"Q_CAP_0402-470PF,50V,10%,X7R,TA",470PF,10%,C0402,3835.08,10529,180,YES
C20,"Q_CAP_0402-100PF,50V,5%,EMPTY,A",NA,5%,C0402,5788.74,9449.08,180,NO
C22,"Q_CAP_0402-100PF,50V,5%,EMPTY,A",NA,5%,C0402,5681.47,9635.76,270,NO
C24,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,12066.32,2866.8,180,NO
C25,"Q_CAP_C0805-22UF,10V,20%,X6S,CA",22UF,20%,C0805_H61,3836.17,10470.63,180,YES
C26,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8098.2,1836.28,180,YES
C27,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8098.2,1801.28,180,YES
C28,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8236.45,1776.74,180,YES
C29,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8236.45,1811.74,180,YES
C31,"Q_CAP_0402-100PF,50V,5%,EMPTY,A",NA,5%,C0402,5682.57,9542.87,270,YES
C32,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5126.73,8144.64,0,NO
C34,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,12066.32,2952.2,180,NO
C35,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4254.63,6585.24,180,NO
C36,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6082.3,7510.69,90,NO
C44,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,10763.9,3903.6,180,YES
C45,"Q_CAP_C0603-22UF,6.3V,20%,X6S,A",22UF,20%,C0603,10730.6,3766.8,180,YES
C49,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,10708.8,3840,180,YES
C50,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,10710.6,3712.9,180,YES
C53,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4544.72,8050.23,0,YES
C54,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4716.96,8011.36,0,YES
C55,"Q_CAP_0402-47PF,50V,5%,NPO,TMPA",47PF,5%,C0402,1972.77,7270.14,270,YES
C56,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,10859.94,3643.27,90,YES
C59,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4254.63,6765.24,180,NO
C63,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,10096.92,4185.24,270,NO
C65,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,10056.92,4185.24,270,NO
C71,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,8762.16,942.93,0,NO
C73,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,10016.92,4185.24,270,NO
C75,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9976.92,4185.24,270,NO
C77,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9811.93,4155.24,270,NO
C78,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9771.93,4155.24,270,NO
C79,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9731.93,4155.24,270,NO
C81,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9691.93,4155.24,270,NO
C82,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9684.65,3258.84,180,NO
C84,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9684.65,3298.84,180,NO
C85,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9739.48,3642.93,270,NO
C86,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9699.48,3642.93,270,NO
C87,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,12066.32,3235.67,180,NO
C88,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,12066.32,3195.67,180,NO
C89,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,12066.32,3150.27,180,NO
C90,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,193.81,11697.68,0,YES
C91,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,2903.1,234.97,270,NO
C92,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5924.36,9210.73,90,NO
C93,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5788.69,9059.64,0,NO
C94,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5790.24,8939.18,0,NO
C95,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5789.77,8897.97,0,NO
C96,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5782.19,8795.92,270,NO
C97,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9660.8,3711.74,270,NO
C98,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,12066.32,3110.27,180,NO
C99,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6286.73,9621.64,0,NO
C100,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,12066.32,2912.2,180,NO
C101,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,5177.16,10245.71,180,YES
C102,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,5177.69,10205.64,0,NO
C103,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,5916.36,10982.47,270,NO
C104,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,12066.32,2826.8,180,NO
C105,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11678.62,4281.27,180,NO
C106,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4861.96,9717.33,90,NO
C107,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11678.62,4241.27,180,NO
C108,Q_CAP_DIFFBUS_C0402-DIFF BUS_0B,,,C0402_DIFF-BUS,4568.74,9092.39,180,NO
C109,Q_CAP_DIFFBUS_C0402-DIFF BUS_0B,,,C0402_DIFF-BUS,4568.74,9052.39,180,NO
C110,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11678.62,4196.27,180,NO
C111,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,5864.64,10982.53,270,NO
C112,"Q_CAP_C0805-10UF,25V,10%,X6S,CA",10UF,10%,C0805_H61,4270.92,11537.17,270,YES
C114,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4211.53,11538.22,270,YES
C117,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,14601.19,2132.14,180,NO
C118,"Q_CAP_0402-0.22UF,16V,10%,X7R,A",0.22UF,10%,C0402,5293.29,9990.26,90,YES
C119,"Q_CAP_C0402-0.1UF,16V,10%,EMPTA",NA,10%,C0402,13388.72,2424.96,0,NO
C120,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11678.62,4156.27,180,NO
C121,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4232.44,9387.86,0,YES
C122,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4270.1,9799.29,90,YES
C124,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11668.21,3879.92,90,NO
C125,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4255,6285.24,180,NO
C127,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6245.05,7387.37,270,YES
C128,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11628.21,3879.92,90,NO
C129,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9400.38,7612.53,180,NO
C130,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3556.17,2227,180,NO
C136,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4574.63,6120.24,270,NO
C137,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,6965,1113.8,180,NO
C138,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6957.27,4544.84,180,YES
C139,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,7802.07,2187.82,270,YES
C141,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4679.63,6120.24,270,NO
C142,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11562.41,3825.62,90,NO
C143,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,7802.64,2052.78,0,YES
C144,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11522.41,3825.62,90,NO
C145,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11689.12,4561.97,180,NO
C146,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,6192.35,7478.47,270,NO
C147,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11689.12,4521.97,180,NO
C148,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,6569.56,4301.03,270,NO
C149,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4254.63,6725.24,180,NO
C150,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,4459.63,6823.24,90,NO
C151,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11688.62,4481.97,180,NO
C152,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,4504.63,6823.24,90,NO
C153,"Q_CAP_C0805-10UF,25V,10%,X6S,CA",10UF,10%,C0805_H61,6863.75,3167.55,270,NO
C154,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11688.62,4441.97,180,NO
C155,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11768.62,4411.97,180,NO
C156,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11768.62,4371.97,180,NO
C157,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,5148.4,8396.9,90,YES
C158,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11688.62,4361.27,180,NO
C159,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,2054.87,7216.74,270,YES
C160,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,2106.53,7341.25,90,NO
C161,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9533.52,3081.12,0,YES
C162,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,1551.81,7152.47,270,NO
C164,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4614.63,6120.37,270,NO
C168,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4982.36,6797.37,0,NO
C177,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9533.52,3041.12,0,YES
C178,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9616.25,2983.59,0,YES
C179,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9616.25,2943.59,0,YES
C180,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9538.52,2921.12,0,YES
C181,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9538.52,2881.12,0,YES
C182,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9608.52,2851.12,0,YES
C183,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9608.52,2811.12,0,YES
C184,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9538.52,2781.12,0,YES
C185,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4701.63,6778.24,180,NO
C186,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,4982.36,6837.37,0,NO
C187,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,4701.63,6818.24,180,NO
C188,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9620.8,3711.74,270,NO
C189,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9570.36,3776.97,270,NO
C190,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9538.67,2739.14,0,YES
C191,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9538.52,2696.12,0,YES
C192,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9539.07,2654.34,0,YES
C193,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9538.52,2611.12,0,YES
C194,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9117.58,3483.81,90,YES
C195,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9538.52,2571.12,0,YES
C196,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9538.52,2531.12,0,YES
C197,"Q_CAP_C0402-1PF,50V,0.05P,COG,A",1PF,0.05P,C0402,7484.85,3185.77,0,NO
C198,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9158.58,3483.79,90,YES
C199,"Q_CAP_C0402-1PF,50V,0.05P,COG,A",1PF,0.05P,C0402,6495.72,4991.77,180,NO
C200,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9226.23,3402.24,90,YES
C201,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9538.52,2491.12,0,YES
C202,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9926.93,4585.24,90,NO
C203,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6142.15,10232.29,270,YES
C204,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9291.54,3484.85,90,YES
C205,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11690.42,4883.27,180,NO
C206,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9331.54,3484.85,90,YES
C207,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8924.43,5015.84,90,NO
C208,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11690.42,4843.27,180,NO
C209,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11690.42,4803.27,180,NO
C210,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11690.42,4763.27,180,NO
C211,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9846.92,4235.24,90,YES
C212,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11690.42,4723.27,180,NO
C214,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,10106.93,4435.24,270,NO
C215,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11690.42,4683.27,180,NO
C216,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9104.42,5015.84,270,YES
C217,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11690.02,4642.77,180,NO
C219,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9756.93,4585.24,90,NO
C220,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9274.42,4875.84,90,YES
C221,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11690.02,4602.77,180,NO
C222,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,10106.93,4365.24,270,NO
C225,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9014.9,5040.2,180,NO
C227,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9530.36,3776.97,270,NO
C230,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,2744.43,6815.34,0,NO
C232,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,6131.66,8716.48,270,NO
C234,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4719.63,6120.24,270,NO
C235,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9586.93,4445.24,270,NO
C237,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,10106.92,4445.24,90,YES
C238,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9586.93,4375.24,270,NO
C240,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,8717.3,3642.87,270,NO
C241,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,8757.3,3642.87,270,NO
C242,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,8886.3,3640.87,270,NO
C243,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,8926.3,3640.87,270,NO
C244,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,8635.3,3640.87,270,NO
C245,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,8675.3,3640.87,270,NO
C246,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4774.63,6120.24,270,NO
C247,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,8802.3,3639.87,270,NO
C248,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,8842.3,3639.87,270,NO
C249,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9761.92,4585.24,270,YES
C250,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4814.63,6120.24,270,NO
C251,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,5019.63,6695.24,0,NO
C252,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,5019.63,6475.24,0,NO
C253,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,5019.63,6560.24,0,NO
C254,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,5019.63,6600.24,0,NO
C255,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8588.58,3153.81,0,YES
C256,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8588.58,3093.81,0,YES
C257,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8661.96,2334.05,90,YES
C258,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9846.93,4235.24,270,NO
C259,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9847.4,4609.5,180,YES
C260,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,5019.63,6655.24,0,NO
C261,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6097.27,8723.64,180,YES
C262,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5898.73,8940.64,0,NO
C263,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9586.92,4365.24,90,YES
C264,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9936.92,4585.24,270,YES
C265,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,5495.38,10860.47,180,NO
C266,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9586.92,4435.24,90,YES
C267,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,7400.17,10664.08,180,NO
C269,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,10106.92,4375.24,90,YES
C270,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9847.4,4609.6,180,NO
C271,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,7049.72,10692.61,0,NO
C273,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,6689.32,10732.61,0,NO
C274,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9424.13,3462.19,90,YES
C276,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,11066.03,10591.1,180,NO
C278,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,11426.47,10640.89,180,NO
C279,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8696.58,3319.81,270,YES
C280,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,9383.04,1753.11,270,YES
C281,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8588.58,3213.81,0,YES
C282,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8588.48,3268.91,0,YES
C283,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8588.48,3322.41,0,YES
C284,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9464.13,3462.19,90,YES
