REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
PC2520,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,12042.49,4359.45,0,NO
PC2530,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,153.12,621.85,270,NO
PC2540,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,6389.64,2870.12,180,NO
PC3580,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,9049.68,491.63,270,YES
PC3590,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,9193.08,227.06,90,YES
PC3970,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,11816.69,5404.43,180,NO
PC3990,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,651.4,804.74,90,YES
PC4050,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6592.63,1777.98,0,NO
PC4110,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,6344.92,3653.06,0,NO
PC4200,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,9875.7,653.76,270,YES
PC4420,"Q_CAP_0805-10UF,10V,10%,X7R,TMA",10UFF,10%,C0805_H61,11346.83,11542.16,0,NO
PC4470,"Q_CAP_0805-10UF,10V,10%,X7R,TMA",10UFF,10%,C0805_H61,491.91,6871.31,0,NO
PC4490,"Q_CAPP_RDLF-560UF,6.3V,20%,ALUA",560UF,20%,EC98_248_354XA,7390.4,5422.58,0,NO
PC4590,"Q_CAPP_RDLF-560UF,6.3V,20%,ALUA",560UF,20%,EC98_248_354XA,1063,680,0,NO
PC4600,"Q_CAPP_RDLF-560UF,6.3V,20%,ALUA",560UF,20%,EC98_248_354XA,6460.19,2017.66,0,NO
PC4720,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,7175.62,5408.43,90,YES
PC4730,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11796,5680,270,NO
PC4750,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,1072.62,817.63,0,NO
PC4890,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,6567.14,1695.37,0,NO
PC5080,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,9665,558.6,270,YES
PCH_HEATSINK_FBS5T002010,"TP_TP-NA,TP26",,,TP26,13669.79,9810.76,0,NO
PD29,"SBR15U30SP513-SBR15U30SP5-13,SA",,,POWERDI5XA,16115.47,1931.68,90,NO
PD62,"SBR15U30SP513-SBR15U30SP5-13,SA",,,POWERDI5XA,16115.47,1931.68,270,YES
PJ3,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,9089.01,245.07,90,YES
PJ5,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,11214.95,5144.99,180,NO
PJ7,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,1824,569.8,90,YES
PJ9,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,10538.89,11712.14,180,NO
PJ10,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,3106.51,6734.46,270,NO
PJ11,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,10141.33,11828.13,270,NO
PJ12,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,2991.32,6336.9,0,NO
PJ13,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,7703.31,11104.38,270,NO
PJ14,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,10734.44,11150.6,90,NO
PJ19,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,5624.63,7202.81,180,NO
PJ20,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,363.35,8117.58,270,NO
PJ21,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,9322.03,1553.02,270,YES
PJ22,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,9273.61,1552.93,270,YES
PJ27,"Q_SHORT_SM-EMPTY,SHORT7",,,SHORT_R0402,6672.52,8148.22,90,YES
PJ28,"Q_SHORT_SM-EMPTY,SHORT7",,,SHORT_R0402,379.9,3480,90,YES
PJ29,"Q_SHORT_SM-EMPTY,SHORT7",,,SHORT_R0402,11769.48,8144.95,270,YES
PJ30,"Q_SHORT_SM-EMPTY,SHORT7",,,SHORT_R0402,5948.59,3474.4,270,YES
PJ31,"Q_SHORT_SM-EMPTY,SHORT7",,,SHORT_R0402,11807.64,8145.01,90,YES
PJ32,"Q_SHORT_SM-EMPTY,SHORT7",,,SHORT_R0402,5984.45,3475.46,90,YES
PJ33,"Q_SHORT_SM-EMPTY,SHORT7",,,SHORT_R0402,6708.38,8148.38,270,YES
PJ34,"Q_SHORT_SM-EMPTY,SHORT7",,,SHORT_R0402,413.6,3480.2,270,YES
PJ120,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,6662.85,5499,0,NO
PJ130,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,11814.43,4566.34,90,NO
PJ140,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,353.5,872,0,NO
PJ150,"Q_SHORT_SM-EMPTY,SHORT6",,,SHORT_R0603,6649.93,2568.72,270,NO
PJP1,CONN3_HBB1037B200DAF-CONN3_HBBA,,,HEADER1X3XK,10440.87,11906.5,270,NO
PL5,Q_INDUCTOR_SMLF-BLM18SN220TN1DA,BLM18SN220TN1D/8000MA,,L0603,6139.27,10395.36,270,NO
PL6,"Q_INDUCTOR_SMLF-400NH/41A,IND,A",400NH/41A,,L_HCUVE117512D,9507,573,90,NO
PL7,"Q_INDUCTOR_SMLF-1UH/11A,IND,CVA",1UH/11A,,L_HCUVD6595D-601KLY_6-5X6-5,5551.44,10435.51,180,NO
PL8,"Q_INDUCTOR_SMLF-100NH/16A,IND,A",100NH/16A,,L_HCBS4545_4-5X4-5,10493.86,567.73,90,NO
PL9,"Q_INDUCTOR_SMLF-470NH/34A,IND,A",470NH/34A,,L_HCUVE117512D,10044,659,90,NO
PL10,"Q_INDUCTOR_SMLF-100NH/16A,IND,A",100NH/16A,,L_HCBS4545_4-5X4-5,11633.7,5077.16,270,NO
PL12,"Q_INDUCTOR_SMLF-100NH/16A,IND,A",100NH/16A,,L_HCBS4545_4-5X4-5,1630.6,146.2,270,NO
PL13,"Q_INDUCTOR_SMLF-210NH/47A,IND,A",210NH/47A,,L_HCUVE966490D-121,1290.6,974.26,90,NO
PL15,Q_INDUCTOR_SMLF-BLM18SN220TN1DA,BLM18SN220TN1D/8000MA,,L0603,7792,102,0,NO
PL19,"Q_INDUCTOR_SMLF-210NH/47A,IND,A",210NH/47A,,L_HCUVE966490D-121,11024.02,5335.78,180,NO
PL26,"Q_INDUCTOR_SMLF-220NH/75A,IND,A",220NH/75A,,L_HCUVE117512D,8821.95,10739.17,270,NO
PL27,"Q_INDUCTOR_SMLF-220NH/75A,IND,A",220NH/75A,,L_HCUVE117512D,9471.95,10739.17,270,NO
PL28,"Q_INDUCTOR_SMLF-220NH/75A,IND,A",220NH/75A,,L_HCUVE117512D,8496.95,10739.17,270,NO
PL29,"Q_INDUCTOR_SMLF-220NH/75A,IND,A",220NH/75A,,L_HCUVE117512D,9146.95,10739.17,270,NO
PL30,"Q_INDUCTOR_SMLF-220NH/75A,IND,A",220NH/75A,,L_HCUVE117512D,2905.99,5339.84,270,NO
PL31,"Q_INDUCTOR_SMLF-220NH/75A,IND,A",220NH/75A,,L_HCUVE117512D,3555.99,5339.84,270,NO
PL32,"Q_INDUCTOR_SMLF-220NH/75A,IND,A",220NH/75A,,L_HCUVE117512D,2580.99,5339.84,270,NO
PL33,"Q_INDUCTOR_SMLF-220NH/75A,IND,A",220NH/75A,,L_HCUVE117512D,3230.99,5339.84,270,NO
PL34,"Q_INDUCTOR_SMLF-220NH/75A,IND,A",220NH/75A,,L_HCUVE117512D,9796.95,10739.17,270,NO
PL35,"Q_INDUCTOR_SMLF-220NH/75A,IND,A",220NH/75A,,L_HCUVE117512D,3880.99,5339.84,270,NO
PL38,"Q_INDUCTOR_SMLF-320NH/51A,IND,A",320NH/51A,,L_HCUVE117512D,10121.95,10739.17,270,NO
PL39,"Q_INDUCTOR_SMLF-320NH/51A,IND,A",320NH/51A,,L_HCUVE117512D,4229.66,5339.84,270,NO
PL41,"Q_INDUCTOR_SMLF-70NH/60A,IND,CA",70NH/60A,,L_HCBS6170_6-1X6,3682.09,6664.27,90,NO
PL42,"Q_INDUCTOR_SMLF-70NH/60A,IND,CA",70NH/60A,,L_HCBS6170_6-1X6,9870.44,11799.7,0,NO
PL47,"Q_INDUCTOR_SMLF-180NH/60A,IND,A",180NH/60A,,L_HCUVE966490D-121,7478.88,11392.34,270,NO
PL50,"Q_INDUCTOR_SMLF-180NH/60A,IND,A",180NH/60A,,L_HCUVE966490D-121,11554.21,11645.85,270,NO
PL52,"Q_INDUCTOR_SMLF-180NH/60A,IND,A",180NH/60A,,L_HCUVE966490D-121,892.29,6763.13,270,NO
PL56,"Q_INDUCTOR_SMLF-180NH/60A,IND,A",180NH/60A,,L_HCUVE966490D-121,5880.46,6985.09,0,NO
PL58,"Q_INDUCTOR_SMLF-100NH/16A,IND,A",100NH/16A,,L_HCBS4545_4-5X4-5,652.34,7385.02,180,NO
PL59,"Q_INDUCTOR_SMLF-100NH/16A,IND,A",100NH/16A,,L_HCBS4545_4-5X4-5,7960.83,11624.5,270,NO
PL60,"Q_INDUCTOR_SMLF-100NH/16A,IND,A",100NH/16A,,L_HCBS4545_4-5X4-5,5225.51,6807.38,270,NO
PL61,"Q_INDUCTOR_SMLF-100NH/16A,IND,A",100NH/16A,,L_HCBS4545_4-5X4-5,10719.33,11865.82,180,NO
PL64,Q_INDUCTOR_SMLF-BLM18SN220TN1DA,BLM18SN220TN1D/8000MA,,L0603,14368.53,1915.12,270,NO
PL65,"Q_INDUCTOR_SMLF-3.3UH/10A,IND,A",3.3UH/10A,,L_PCMB104TXB,13490.44,1947.21,180,NO
PL66,"Q_INDUCTOR_SMLF-2.2UH/50A,IND,A",2.2UH/50A,,L_MSE-12HZN1R0M-M1Q,15018.7,1945.9,180,NO
PL67,"Q_INDUCTOR_SMLF-100NH/16A,IND,A",100NH/16A,,L_HCBS4545_4-5X4-5,15782.46,1777.64,0,NO
PL69,"Q_INDUCTOR_SMLF-1UH/11A,IND,CVA",1UH/11A,,L_HCUVD6595D-601KLY_6-5X6-5,7978.6,608.6,90,NO
PL510,"Q_INDUCTOR_SMLF-1UH/17A,IND,CVA",1UH/17A,,L_HCUVD8095D-102KBQL_8X8,7077.38,5348.51,90,NO
PL520,"Q_INDUCTOR_SMLF-1UH/17A,IND,CVA",1UH/17A,,L_HCUVD8095D-102KBQL_8X8,11982.41,4947.84,180,NO
PL530,"Q_INDUCTOR_SMLF-1UH/17A,IND,CVA",1UH/17A,,L_HCUVD8095D-102KBQL_8X8,746.09,705.51,90,NO
PL540,"Q_INDUCTOR_SMLF-1UH/17A,IND,CVA",1UH/17A,,L_HCUVD8095D-102KBQL_8X8,6468.54,2279.14,0,NO
PL550,Q_INDUCTOR_SMLF-BLM18SN220TN1DA,BLM18SN220TN1D/8000MA,,L0603,6503.64,5423.95,270,NO
PL560,Q_INDUCTOR_SMLF-BLM18SN220TN1DA,BLM18SN220TN1D/8000MA,,L0603,11891.63,4409.02,0,NO
PL570,Q_INDUCTOR_SMLF-BLM18SN220TN1DA,BLM18SN220TN1D/8000MA,,L0603,80.2,618.1,90,NO
PL580,Q_INDUCTOR_SMLF-BLM18SN220TN1DA,BLM18SN220TN1D/8000MA,,L0603,6447.19,2971.45,270,NO
PQ15,"BSZ060NE2LS-BSZ060NE2LS,SMLF,IA",,,TSDSON8,5662.72,10667.77,180,NO
PQ39,"MOSFET_PCH_1D3S-AP3P3R0MT,SMLFA",,,PMPAK5,16537.37,2409.78,90,NO
PQ43,"MOSFET_PCH_1D3S-AP3P3R0MT,SMLFA",,,PMPAK5,16262.37,2409.48,90,NO
PQ61,"MOSFET_NCH_1D3S-PSMN0R7-25YLD,A",,,SOT1023,14656.48,2361.93,0,NO
PQ64,"MOSFET_PCH_1D3S-AON7421,SMLF,IA",,,DFN4_THXB,12541.92,2192.57,180,NO
PR26,"Q_RES_0402LF-150K,1%,1/16W,CHIA",150K,1%,R0402,5733,10521.3,90,NO
PR27,"Q_RES_0402LF -118K,0.1%,1/16W,A",118K,0.10%,R0402,9009.68,491.63,270,YES
PR29,"Q_RES_0402LF-10K,5%,1/16W,CHIPA",10K,5%,R0402,5841.8,10282.6,270,YES
PR33,"Q_RES_0402LF-10,1%,1/16W,CHIP,A",10,1%,R0402,9351.89,3188.62,90,YES
PR34,"Q_RES_0402LF-10,1%,1/16W,CHIP,A",10,1%,R0402,9309.16,3188.62,90,YES
PR47,"Q_RES_0402LF-33,5%,1/16W,CHIP,A",33,5%,R0402,11059.95,4779.99,90,NO
PR48,"Q_RES_0402LF-22       ,5%  ,1/A",22,5%,R0402,11135.64,4791.08,0,NO
PR50,"Q_RES_0402LF-150,5%,1/16W,CHIPA",150,5%,R0402,10944.95,4864.99,90,NO
PR52,"Q_RES_0402LF-5.1,5%,1/16W,CHIPA",5.1,5%,R0402,10929.95,4809.99,0,NO
PR53,"Q_RES_0402LF-0,5%,1/16W,CHIP,CA",0,5%,R0402,10929.95,4769.99,0,NO
PR55,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,11205.64,4801.08,180,NO
PR59,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,11180.4,5241.3,0,YES
PR61,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,7871.86,10659.96,90,NO
PR62,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,11181.5,5284.3,180,YES
PR64,"Q_RES_0402LF-0,5%,1/16W,CHIP,CA",0,5%,R0402,2075.7,125.4,270,YES
PR68,"Q_RES_0402LF-5.1,5%,1/16W,CHIPA",5.1,5%,R0402,2115.7,125.4,270,YES
PR70,"Q_RES_0402LF-150,5%,1/16W,CHIPA",150,5%,R0402,2162,222.3,0,YES
PR71,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,1407.7,932.5,180,YES
PR73,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,1407.7,974.6,0,YES
PR79,"Q_RES_0402LF-33,5%,1/16W,CHIP,A",33,5%,R0402,1988.3,125.4,270,YES
PR85,"Q_RES_0402LF-22       ,5%  ,1/A",22,5%,R0402,1943.3,125.4,270,YES
PR110,"Q_SP_RES4P-0.001,1%,1W,SMLF,CHA",,,R1206XA_4P,5234.04,6310.06,90,NO
PR111,"Q_SP_RES4P-0.001,1%,1W,SMLF,CHA",,,R1206XA_4P,7418.2,11083.05,270,NO
PR116,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,10564.03,11400.53,90,NO
PR125,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,400.13,7724.9,90,NO
PR128,"Q_SP_RES4P-0.001,1%,1W,SMLF,CHA",,,R1206XA_4P,10958.06,10847.23,90,NO
PR130,"Q_SP_RES4P-0.0002,1%,4W,SMLF,CA",,,R2725_4P,9577.47,11791.99,90,NO
PR132,"Q_SP_RES4P-0.0002,1%,4W,SMLF,CA",,,R2725_4P,3700.09,6360.27,90,NO
PR133,"Q_SP_RES4P-0.001,1%,1W,SMLF,CHA",,,R1206XA_4P,1217.42,6173.66,0,NO
PR134,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,10535.03,11667.63,180,NO
PR138,"Q_RES_0402LF-64.9K,1%,1/16W,CHA",64.9K,1%,R0402,3204.92,6366.6,180,YES
PR139,"Q_RES_0402LF-0,5%,1/16W,CHIP,CA",0,5%,R0402,10535.33,11543.13,180,NO
PR140,"Q_RES_0402LF-0,5%,1/16W,CHIP,CA",0,5%,R0402,3271.32,6734.4,270,NO
PR142,"Q_RES_0402LF-5.1,5%,1/16W,CHIPA",5.1,5%,R0402,10535.33,11503.13,180,NO
PR143,"Q_RES_0402LF-5.1,5%,1/16W,CHIPA",5.1,5%,R0402,3311.32,6730.9,270,NO
PR145,"Q_RES_0402LF-150,5%,1/16W,CHIPA",150,5%,R0402,10535.33,11463.13,180,NO
PR146,"Q_RES_0402LF-150,5%,1/16W,CHIPA",150,5%,R0402,3351.32,6730.9,270,NO
PR150,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,10524.03,11400.53,90,NO
PR151,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,3416.32,6675.9,180,NO
PR153,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,10484.03,11400.53,90,NO
PR154,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,3416.32,6635.9,180,NO
PR155,"Q_RES_0402LF-49.9     ,1%  ,1/A",49.9,1%,R0402,7630.16,10575.46,90,NO
PR156,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,7590.04,10574.46,90,NO
PR157,"Q_RES_0402LF-49.9     ,1%  ,1/B",49.9,1%,R0402,7543.06,10574.46,90,NO
PR158,"Q_RES_0402LF-33,5%,1/16W,CHIP,A",33,5%,R0402,3231.26,6729.68,90,YES
PR159,"Q_RES_0402LF-33,5%,1/16W,CHIP,A",33,5%,R0402,10572.03,11912.3,90,NO
PR160,"Q_RES_0402LF-2.7K     ,5%  ,1/A",2.7K,5%,R0402,10572.3,11839.6,90,NO
PR162,"Q_RES_0402LF-100,5%,1/16W,CHIPA",100,5%,R0402,3191.26,6729.68,90,YES
PR164,"Q_RES_0402LF-0,5%,1/16W,CHIP,CA",0,5%,R0402,7629.35,10659.94,90,NO
PR165,"Q_RES_0402LF-5.1,5%,1/16W,CHIPA",5.1,5%,R0402,7589.35,10659.94,90,NO
PR166,"Q_RES_0402LF-150,5%,1/16W,CHIPA",150,5%,R0402,7543.35,10660.94,90,NO
PR169,"Q_RES_0402LF-2.7K     ,5%  ,1/A",2.7K,5%,R0402,10532.1,11839.3,90,NO
PR170,"Q_RES_0402LF-22       ,5%  ,1/A",22,5%,R0402,10532.03,11912.3,90,NO
PR172,"Q_RES_0402LF -15K,1%,1/16W ,CHA",15K,1%,R0402,9228.08,152.06,180,YES
PR173,"Q_RES_0402LF-0,5%,1/16W,CHIP,CA",0,5%,R0402,10925.55,11529.86,270,NO
PR174,"Q_RES_0402LF-5.1,5%,1/16W,CHIPA",5.1,5%,R0402,10965.55,11529.86,270,NO
PR175,"Q_RES_0402LF-150,5%,1/16W,CHIPA",150,5%,R0402,11005.55,11529.86,270,NO
PR176,"Q_RES_0402LF -37.4K,1%,1/16W ,A",37.4K,1%,R0402,10881.95,11131.96,270,NO
PR177,"Q_RES_0402LF-8.25K,1%,1/16W,CHA",8.25K,1%,R0402,5612.13,7370.31,180,NO
PR178,"Q_RES_0402LF-66.5K,1%,1/16W,CHA",66.5K,1%,R0402,10841.95,11131.96,90,NO
PR179,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,11033.15,11428.56,180,NO
PR180,"Q_RES_0402LF-49.9     ,1%  ,1/B",49.9,1%,R0402,7709.35,10659.6,90,NO
PR181,"Q_RES_0402LF-22       ,5%  ,1/A",22,5%,R0402,7789.35,10659.95,90,NO
PR185,"Q_RES_0402LF-147K,0.1%,1/16W,CA",147K,0.10%,R0402,9835.7,653.76,90,YES
PR186,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,7473.15,10701.94,0,NO
PR187,"Q_RES_0402LF-33,5%,1/16W,CHIP,A",33,5%,R0402,10845.55,11530.2,270,NO
PR188,"Q_RES_0402LF-22       ,5%  ,1/A",22,5%,R0402,10765.55,11529.85,270,NO
PR189,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,11032.55,11386.86,180,NO
PR213,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,5365.43,7499.25,270,NO
PR215,"Q_RES_0402LF-49.9     ,1%  ,1/B",49.9,1%,R0402,5234.63,7272.81,0,NO
PR216,"Q_RES_0402LF-33,5%,1/16W,CHIP,A",33,5%,R0402,5234.63,7312.81,0,NO
PR217,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,87.45,7871.56,0,NO
PR219,"Q_RES_0402LF-0,5%,1/16W,CHIP,CA",0,5%,R0402,318,7723.8,90,NO
PR220,"Q_RES_0402LF-33,5%,1/16W,CHIP,A",33,5%,R0402,229.54,7734.18,90,NO
PR224,"Q_RES_0402LF -49.9K,1%,1/16W ,A",49.9K,1%,R0402,7585.75,11071.44,90,NO
PR226,"Q_RES_0402LF-150,5%,1/16W,CHIPA",150,5%,R0402,5234.63,7472.81,0,NO
PR227,"Q_RES_0402LF-5.1,5%,1/16W,CHIPA",5.1,5%,R0402,5234.63,7432.81,0,NO
PR228,"Q_RES_0402LF-0,5%,1/16W,CHIP,CA",0,5%,R0402,5234.63,7392.81,0,NO
PR231,"Q_RES_0402LF -49.9K,1%,1/16W ,A",49.9K,1%,R0402,194.75,8126.66,90,NO
PR232,"Q_RES_0402LF-150,5%,1/16W,CHIPA",150,5%,R0402,65.22,7752.88,90,NO
PR233,"Q_RES_0402LF-5.1,5%,1/16W,CHIPA",5.1,5%,R0402,105.22,7752.88,90,NO
PR234,"Q_RES_0402LF-0,5%,1/16W,CHIP,CA",0,5%,R0402,145.22,7753.57,90,NO
PR238,"Q_RES_0402LF-49.9     ,1%  ,1/B",49.9,1%,R0402,64.88,7753.57,90,YES
PR239,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,105.31,7753.57,90,YES
PR240,"Q_RES_0402LF-49.9     ,1%  ,1/A",49.9,1%,R0402,145.49,7752.68,90,YES
PR275,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,9135.66,160.86,0,YES
PR298,"Q_RES_0402LF-1,5%,1/16W,CHIP,CA",1,5%,R0402,10888.19,5019.24,0,NO
PR301,"Q_RES_0402LF-49.9     ,1%  ,1/B",49.9,1%,R0402,10530,11460,180,YES
PR303,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,10530,11500,180,YES
PR304,"Q_RES_0402LF-49.9     ,1%  ,1/A",49.9,1%,R0402,10530,11545,180,YES
PR305,"Q_RES_0402LF-46.4K,1%,1/16W,CHA",46.4K,1%,R0402,11030.95,5149.99,270,NO
PR306,"Q_RES_0402LF -37.4K,1%,1/16W ,A",37.4K,1%,R0402,10989.95,5149.99,90,NO
PR307,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,1850.4,125.4,270,YES
PR317,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,5234.63,7232.81,0,NO
PR318,"Q_RES_0402LF-1,5%,1/16W,CHIP,CA",1,5%,R0402,2163.1,348.29,0,YES
PR320,"Q_RES_0402LF-3.92K,1%,1/16W,CHA",3.92K,1%,R0402,2078.5,502.7,0,YES
PR321,"Q_RES_0402LF -37.4K,1%,1/16W ,A",37.4K,1%,R0402,2006,502.7,0,YES
PR327,"Q_RES_0402LF -10K,1%,1/16W ,CHA",10K,1%,R0402,9931.33,555.11,90,YES
PR328,"Q_RES_0402LF-11K,1%,1/16W,CHIPA",11K,1%,R0402,9773.06,478,0,NO
PR338,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,8247.28,10699.81,0,YES
PR339,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,2341.32,5297.41,0,YES
PR342,"Q_RES_0402LF-169K,1%,1/16W,CHIA",169K,1%,R0402,9334.26,11002.37,90,YES
PR348,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,8247.28,10739.81,180,YES
PR349,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,2341.32,5337.41,180,YES
PR350,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,10422.38,10692.92,180,YES
PR351,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,4495.59,5316.62,180,YES
PR352,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,10422.38,10732.92,0,YES
PR353,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,4495.59,5356.62,0,YES
PR362,"Q_RES_0402LF-154K,1%,1/16W,CHIA",154K,1%,R0402,3224.92,6421.6,270,YES
PR369,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,10683.04,11529.84,270,NO
PR378,"Q_RES_0402LF -475K,1%,1/16W,CHA",475K,1%,R0402,10162.73,11595.67,90,YES
PR379,"Q_RES_0402LF-49.9     ,1%  ,1/A",49.9,1%,R0402,3271.32,6818.67,270,NO
PR380,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,3416.32,6715.9,180,NO
PR385,"Q_RES_0402LF-100,1%,1/16W,CHIPA",100,1%,R0402,3311.32,6818.67,270,NO
PR389,"Q_RES_0402LF-49.9     ,1%  ,1/B",49.9,1%,R0402,3351.32,6818.67,270,NO
PR390,"Q_RES_0402LF-169K,1%,1/16W,CHIA",169K,1%,R0402,9009.26,11002.37,90,YES
PR391,"Q_RES_0402LF-1,5%,1/16W,CHIP,CA",1,5%,R0402,10442.73,11400.37,90,NO
PR392,"Q_RES_0402LF-1,5%,1/16W,CHIP,CA",1,5%,R0402,3437.63,6550.81,270,NO
PR393,"Q_RES_0402LF-154K,1%,1/16W,CHIA",154K,1%,R0402,10220.73,11578.27,180,YES
PR394,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,3411.92,6460.2,0,YES
PR395,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,10361.93,11400.93,90,NO
PR396,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,3151.32,6730.9,270,NO
PR397,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,7473.45,10658.44,0,NO
PR400,"Q_RES_0402LF-1,5%,1/16W,CHIP,CA",1,5%,R0402,5406.01,7499.29,270,NO
PR401,"Q_RES_0402LF -37.4K,1%,1/16W ,A",37.4K,1%,R0402,5612.13,7410.31,0,NO
PR402,"Q_RES_0402LF-1,5%,1/16W,CHIP,CA",1,5%,R0402,87.71,7951.72,0,NO
PR431,"Q_RES_0402LF-1,5%,1/16W,CHIP,CA",1,5%,R0402,7473.64,10743.65,0,NO
PR432,"Q_RES_0402LF-115K,1%,1/16W,CHIA",115K,1%,R0402,7629.65,11071.94,270,NO
PR433,"Q_RES_0402LF-1,5%,1/16W,CHIP,CA",1,5%,R0402,11057.55,11331.86,270,NO
PR435,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,5324.43,7499.25,270,NO
PR437,"Q_RES_0402LF-15.8K,1%,1/16W,CHA",15.8K,1%,R0402,234.75,8126.66,270,NO
PR438,"Q_RES_0402LF-1K,1%,1/16W,CHIP,A",1K,1%,R0402,87.45,7830.56,0,NO
